院校名称,专业,2020投档计划数,2020最低分,2020投档最低位次,2021投档计划数,2021最低分,2021投档最低位次,2022投档计划数,2022最低分,2022投档最低位次,特点,一流大学与一流学科,院校性质,平均最低投档线
齐鲁工业大学,生物工程,64,533,108236,73,521,106506,49,521,106603,none,none,公办,107115
遵义医科大学,生物工程,3,539,98085,2,521,107746,2,514,119636,none,none,公办,108489
长春工业大学,生物工程,1,533,108093,1,521,107061,1,517,113421,省重点,none,公办,109525
烟台大学,生物工程,65,533,107967,55,520,108607,75,516,116336,省重点,none,公办,110970
江西中医药大学,生物医学工程,none,none,none,none,none,none,1,518,111253,省重点,none,公办,111253
齐鲁工业大学,生物工程(地方专项计划),none,none,none,none,none,none,10,517,114378,none,none,公办,114378
山东理工大学,生物工程,43,525,121379,30,515,119279,13,518,112468,省重点,none,公办,117709
鲁东大学,生物工程,60,528,116833,59,516,117413,59,513,122640,none,none,公办,118962
沈阳药科大学,生物医学工程(中外合作办学),none,none,none,3,522,105164,6,507,133654,省重点,none,公办,119409
沈阳化工大学,生物工程,3,528,116294,3,515,118124,3,512,124253,省重点,none,公办,119557
山东理工大学,生物工程(地方专项计划),8,528,117532,10,511,125739,10,511,125685,省重点,none,公办,122985
山东农业大学,生物工程,38,521,129432,25,513,122237,28,512,124094,省重点,none,公办,125254
湖北工程学院,生物工程,1,522,127594,none,none,none,none,none,none,none,none,公办,127594
山东中医药大学,生物医学工程(地方专项计划),none,none,none,5,510,129089,10,508,132882,省重点,none,公办,130986
江西农业大学,生物工程,3,518,134482,4,510,127822,none,none,none,全国重点,none,公办,131152
郑州轻工业大学,生物工程,4,517,136128,4,508,133311,2,509,130862,none,none,公办,133434
山东建筑大学,生物工程,62,519,133870,62,507,135026,52,505,137763,省重点,none,公办,135553
哈尔滨商业大学,生物工程,2,520,130863,3,507,133851,4,502,144499,省重点,none,公办,136404
大理大学,生物医学工程,2,518,135210,2,506,137726,2,504,140434,none,none,公办,137790
山东第一医科大学,生物工程类,85,516,138045,105,503,142485,none,none,none,none,none,公办,140265
山东第一医科大学,生物医学工程,80,513,143736,80,503,143937,80,504,140649,none,none,公办,142774
嘉兴学院,生物工程,none,none,none,4,504,141410,4,501,146606,none,none,公办,144008
长沙学院,生物工程,2,507,155344,1,508,133418,none,none,none,none,none,公办,144381
山东中医药大学,生物医学工程,110,510,150540,105,501,147490,100,501,147538,省重点,none,公办,148523
合肥学院,生物工程,2,512,146722,2,501,147131,2,499,152077,none,none,公办,148643
吉林农业大学,生物工程类,4,510,149724,4,501,146854,6,500,150603,省重点,none,公办,149060
山西农业大学,生物工程,1,509,152129,2,500,150757,none,none,none,全国重点,none,公办,151443
内蒙古工业大学,生物工程,2,507,155153,2,500,150411,2,499,151360,省重点,none,公办,152308
湖北民族大学,生物工程,2,509,152496,none,none,none,none,none,none,none,none,公办,152496
山东建筑大学,生物工程(济南走读),none,none,none,none,none,none,10,499,152658,省重点,none,公办,152658
吉林医药学院,生物医学工程,2,507,155347,2,498,154525,2,498,153900,none,none,公办,154591
新疆医科大学,生物医学工程,4,509,152380,4,497,155832,4,496,159002,省重点,none,公办,155738
潍坊医学院,生物医学工程,47,508,154651,47,498,155083,45,495,161480,none,none,公办,157071
聊城大学,生物工程,132,506,157527,93,497,156315,83,496,159255,none,none,公办,157699
聊城大学,生物工程(地方专项计划),none,none,none,none,none,none,10,496,157871,none,none,公办,157871
湖州师范学院,生物工程类,6,510,150406,6,496,158060,6,493,165901,none,none,公办,158122
西北民族大学,生物工程,2,504,162364,2,496,159749,2,495,161035,省重点,none,公办,161049
长江师范学院,生物工程,3,502,166773,3,497,156197,3,495,160507,none,none,公办,161159
淮阴工学院,生物工程,2,507,155598,4,494,163093,4,493,165558,none,none,公办,161416
内蒙古科技大学,生物工程,5,503,162960,none,none,none,none,none,none,none,none,公办,162960
河北中医学院,生物工程,3,503,163339,3,495,160523,3,493,165274,none,none,公办,163045
承德医学院,生物医学工程,3,505,159037,3,495,160945,3,490,173221,none,none,公办,164401
内蒙古科技大学,生物工程类,none,none,none,17,494,164463,none,none,none,none,none,公办,164463
吉林化工学院,生物工程,2,500,169999,2,495,162229,2,495,162282,none,none,公办,164837
长治医学院,生物医学工程,3,505,160244,1,494,163370,3,489,175489,none,none,公办,166368
淮南师范学院,生物工程,7,499,172488,3,494,163668,none,none,none,none,none,公办,168078
牡丹江医学院,生物医学工程,2,503,163607,2,492,167198,2,489,175829,none,none,公办,168878
黑龙江八一农垦大学,生物工程,none,none,none,2,492,168770,2,492,169084,none,none,公办,168927
济宁医学院,生物医学工程,34,501,168180,44,492,167722,44,490,172373,none,none,公办,169425
山西农业大学,生物农药科学与工程,none,none,none,3,491,170717,3,490,171823,全国重点,none,公办,171270
徐州工程学院,生物工程,10,499,172665,10,491,170794,10,490,173896,none,none,公办,172452
甘肃农业大学,生物工程,none,none,none,none,none,none,5,490,172924,省重点,none,公办,172924
济宁医学院,生物工程,43,499,171966,43,490,171463,43,489,176229,none,none,公办,173219
怀化学院,生物工程,1,501,168331,none,none,none,4,488,178591,none,none,公办,173461
淮阴师范学院,生物工程,none,none,none,6,490,171510,6,488,177368,none,none,公办,174439
商丘师范学院,生物工程,2,496,177183,2,491,169564,4,488,177579,none,none,公办,174775
南阳师范学院,生物工程,8,492,185826,3,492,167492,6,488,176815,none,none,公办,176711
菏泽学院,生物工程,13,496,177138,10,490,173385,19,487,179767,none,none,公办,176763
攀枝花学院,生物工程,2,504,160948,3,486,181972,3,482,191456,none,none,公办,178125
南阳理工学院,生物工程,4,496,177480,4,488,177678,4,485,185089,none,none,公办,180082
宜春学院,生物工程,2,495,179182,2,487,180084,2,486,182834,none,none,公办,180700
周口师范学院,生物工程,2,495,179076,2,488,178058,4,484,186505,none,none,公办,181213
济宁学院,生物工程,30,495,179167,30,487,179019,70,483,188508,none,none,公办,182231
莆田学院,生物医学工程,3,494,182560,none,none,none,none,none,none,none,none,公办,182560
武汉生物工程学院,生物工程,2,498,173244,2,487,179142,2,480,195454,none,none,民办,182613
吉林工商学院,生物工程,none,none,none,2,487,178995,2,483,189304,none,none,公办,184150
长春理工大学,生物工程(中外合作办学),10,492,186250,11,487,180080,11,484,186749,省重点,none,公办,184360
河西学院,生物工程,2,492,186623,2,485,183414,2,480,196632,none,none,公办,188890
河南城建学院,生物工程,4,491,188049,4,485,184484,4,481,194275,none,none,公办,188936
黄淮学院,生物工程,none,none,none,15,481,193842,none,none,none,none,none,公办,193842
武汉工程大学邮电与信息工程学院,制药工程(生物医药方向),none,none,none,2,483,188485,2,477,203196,none,none,民办,195841
伊犁师范大学,生物工程,none,none,none,10,479,197836,5,479,198850,none,none,公办,198343
聊城大学东昌学院,生物工程,27,481,208224,15,479,199186,18,475,208173,none,none,民办,205194
齐鲁医药学院,生物医学工程,none,none,none,33,476,205832,35,471,218688,none,none,民办,212260
黑龙江东方学院,生物工程,5,479,213681,5,474,210481,5,467,228646,none,none,民办,217603
贵阳信息科技学院,生物工程,none,none,none,4,474,210140,5,468,226505,none,none,民办,218323
烟台理工学院,生物工程,none,none,none,41,472,213942,53,466,231102,none,none,民办,222522
广州新华学院,生物医学工程,none,none,none,2,468,223914,none,none,none,none,none,民办,223914
齐鲁理工学院,生物工程(校企合作，与西王集团有限公司合作),30,470,230626,20,469,221207,none,none,none,none,none,民办,225917
齐鲁理工学院,生物工程,15,475,221738,38,470,219351,56,462,240289,none,none,民办,227126
齐鲁理工学院,生物医学工程,23,472,226698,19,470,219802,46,463,239392,none,none,民办,228631
青岛工学院,化学工程与工业生物工程,22,471,228217,22,469,221172,58,462,239841,none,none,民办,229743
青岛滨海学院,生物医学工程,16,470,231572,22,466,227555,26,460,244906,none,none,民办,234678
